task_order, method, cmd, train_session, task_index, no_of_test, no_of_correct_prediction, accuracy, solver_training_time, generator_training_time
8,offline,5,None,2,150,126,0.84,None,None
8,offline,5,None,3,200,136,0.68,None,None
8,offline,5,None,4,300,252,0.84,None,None
8,offline,5,None,5,250,231,0.924,None,None
8,offline,6,None,1,300,105,0.35,None,None
8,offline,6,None,2,150,137,0.9133333333333333,None,None
8,offline,6,None,3,200,179,0.895,None,None
8,offline,6,None,4,300,287,0.9566666666666667,None,None
8,offline,6,None,5,250,236,0.944,None,None
8,offline,7,None,1,300,159,0.53,None,None
8,offline,7,None,2,150,132,0.88,None,None
8,offline,7,None,3,200,161,0.805,None,None
8,offline,7,None,4,300,221,0.7366666666666667,None,None
8,offline,7,None,5,250,234,0.936,None,None
9,offline,0,None,1,250,107,0.428,None,None
9,offline,0,None,2,300,287,0.9566666666666667,None,None
9,offline,0,None,3,300,207,0.69,None,None
9,offline,0,None,4,200,164,0.82,None,None
9,offline,0,None,5,150,137,0.9133333333333333,None,None
9,offline,1,None,1,250,171,0.684,None,None
9,offline,1,None,2,300,284,0.9466666666666667,None,None
9,offline,1,None,3,300,191,0.6366666666666667,None,None
9,offline,1,None,4,200,170,0.85,None,None
9,offline,1,None,5,150,129,0.86,None,None
9,offline,2,None,1,250,132,0.528,None,None
9,offline,2,None,2,300,276,0.92,None,None
9,offline,2,None,3,300,232,0.7733333333333333,None,None
9,offline,2,None,4,200,152,0.76,None,None
9,offline,2,None,5,150,148,0.9866666666666667,None,None
9,offline,3,None,1,250,210,0.84,None,None
9,offline,3,None,2,300,284,0.9466666666666667,None,None
9,offline,3,None,3,300,160,0.5333333333333333,None,None
9,offline,3,None,4,200,169,0.845,None,None
9,offline,3,None,5,150,130,0.8666666666666667,None,None
9,offline,4,None,1,250,133,0.532,None,None
9,offline,4,None,2,300,282,0.94,None,None
9,offline,4,None,3,300,221,0.7366666666666667,None,None
9,offline,4,None,4,200,166,0.83,None,None
9,offline,4,None,5,150,146,0.9733333333333334,None,None
9,offline,5,None,1,250,126,0.504,None,None
9,offline,5,None,2,300,287,0.9566666666666667,None,None
9,offline,5,None,3,300,206,0.6866666666666666,None,None
9,offline,5,None,4,200,184,0.92,None,None
9,offline,5,None,5,150,138,0.92,None,None
9,offline,6,None,1,250,144,0.576,None,None
9,offline,6,None,2,300,285,0.95,None,None
9,offline,6,None,3,300,206,0.6866666666666666,None,None
9,offline,6,None,4,200,172,0.86,None,None
9,offline,6,None,5,150,137,0.9133333333333333,None,None
9,offline,7,None,1,250,232,0.928,None,None
9,offline,7,None,2,300,245,0.8166666666666667,None,None
9,offline,7,None,3,300,169,0.5633333333333334,None,None
9,offline,7,None,4,200,159,0.795,None,None
9,offline,7,None,5,150,115,0.7666666666666667,None,None
